Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
6,7740825,8,5,20,11595,20,0,2.5,7.071067811865476,5840,0,2319.0,2438.258599902808,1500.4860593024646,1.679407556688079,645068.75,2216402.114112219,7683029,3,7740825,1105832.142857143,2900300.4601281933,7683029,3,48443,12110.75,14396.641978253125,29201,191,1,1,0,0,1,0,172,112,1.03348157334651,0.6459259833415689,0,5840,893.4615384615386,1832.3952728321024,3357672.435897436,1,2,1,2,12,0,0,0,0.625,893.4615384615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,57796.0,0.0,57796,57796,7683029.0,0.0,7683029,7683029,0,0,7740825,DDoS
6,432029,6,5,437,858,437,0,72.83333333333334,178.40450293270814,858,0,171.6,383.7092649389639,2997.483965196781,25.461253758428253,43202.9,66882.92039651578,207456,4,408966,81793.2,79012.29808517153,207456,23231,408847,102211.75,119675.47157312564,230706,4,1,1,0,0,0,0,200,168,13.88795659550632,11.573297162921934,0,858,117.72727272727272,278.3300526026936,77467.61818181818,2,2,0,2,10,0,0,0,0.8333333333333334,117.72727272727272,72.83333333333333,171.6,0,0,0,0,0,0,0,39,0,78,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,432029,BENIGN
6,26917,8,6,374,11606,374,0,46.74999999999999,132.22896808188435,8699,0,1934.3333333333333,3510.261110895693,445071.8876546421,520.1173979269606,2070.538461538461,4481.727282633052,16252,6,26917,3845.285714285714,6735.143025313462,18625,49,24527,4905.4,6908.1677237889935,16694,185,1,2,0,0,3,0,228,200,297.2099416725489,222.9074562544117,0,8699,855.7142857142858,2385.0166401151955,5688304.373626376,3,2,3,3,10,0,0,0,0.75,855.7142857142857,46.75,1934.3333333333333,0,0,0,0,0,0,0,26,0,829,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,26917,DoS Hulk
17,109576571,2,2,102,182,55,47,51.0,5.656854249492381,119,63,91.0,39.59797974644666,2.591794919371952,0.0365041537939711,36525523.66666667,63222954.269917786,109529103,23648,109552923,109552923.0,0.0,109552923,109552923,109552751,109552751.0,0.0,109552751,109552751,0,0,0,0,0,0,16,16,0.0182520768969855,0.0182520768969855,47,119,71.0,32.65986323710904,1066.6666666666667,0,0,0,0,0,0,0,0,1.0,71.0,51.0,91.0,0,0,0,0,0,0,0,25,0,45,0,0,1,8,23820.0,0.0,23820,23820,109529103.0,0.0,109529103,109529103,0,0,0,BENIGN
6,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09523809524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,47619.04761904762,47619.04761904762,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,21,Infiltration - Portscan
6,6088852,8,5,20,11595,20,0,2.5,7.071067811865476,7300,0,2319.0,3023.657553361492,1907.584549599826,2.1350494313213724,507404.3333333334,1736034.8704193356,6019866,1,6088852,869835.9999999999,2271033.345487541,6019866,1,63811,15952.75,23854.48214172757,50557,10,1,1,0,0,1,0,172,112,1.3138765731208444,0.8211728582005278,0,7300,893.4615384615386,2103.2052766901847,4423472.435897436,1,2,1,2,12,0,0,0,0.625,893.4615384615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,68986.0,0.0,68986,68986,6019866.0,0.0,6019866,6019866,0,0,6088852,DDoS
6,38999,7,7,356,11595,356,0,50.85714285714286,134.55535239128488,5792,0,1656.4285714285716,2120.732252245504,306443.75496807613,358.98356368112,2999.923076923077,4658.973267819467,10985,1,38999,6499.833333333334,7866.474773789507,19003,1,30048,5008.0,5468.7790959226,11049,46,1,1,0,0,2,0,208,232,179.49178184056,179.49178184056,0,5792,853.642857142857,1666.783434187992,2778167.0164835164,2,2,2,2,11,0,0,0,1.0,853.6428571428571,50.85714285714285,1656.428571428571,0,0,0,11595,4,39982758,0,25,0,828,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,38999,DoS Hulk
6,18822,8,8,306,11595,306,0,38.25,108.18733752154178,5792,0,1449.375,2323.928013238424,632291.9987248965,850.0690681117842,1254.8,3459.005971993358,13536,2,18822,2688.8571428571427,5867.719955501495,15954,4,16360,2337.142857142857,5151.080483049856,13964,2,1,1,0,0,3,0,228,264,425.0345340558921,425.0345340558921,0,5792,743.8124999999999,1748.361450758967,3056767.7625,3,2,3,2,12,0,0,0,1.0,743.8125,38.25,1449.375,0,0,0,0,0,0,0,19,0,724,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,18822,DoS Hulk
6,115340768,22,18,1543,660,908,0,70.13636363636363,217.3501225156677,492,0,36.66666666666666,120.31527212238,19.099924841839098,0.3467984537782859,2957455.589743589,4514525.679122545,10015597,3,115340768,5492417.523809524,4948127.380234229,10051997,3,115304436,6782613.882352941,4756220.42563817,11048217,516,4,2,0,0,0,0,712,584,0.1907391495780572,0.1560593042002286,0,908,55.075,178.9743410201299,32031.81474358976,2,2,0,6,39,0,0,0,0.8181818181818182,55.075,70.13636363636364,36.66666666666666,0,0,0,0,0,0,0,38,0,16,29200,362,4,32,149029.18181818182,302766.9276462733,1036459,36255,10009865.90909091,4690.931196565119,10015597,9998631,0,0,115340768,BENIGN
6,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,66666.66666666667,66666.66666666667,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,15,Portscan
6,67,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29850.74626865672,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,14925.373134328358,14925.373134328358,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,67,Portscan
6,2106938,8,4,20,11595,20,0,2.5,7.071067811865476,8760,0,2898.75,4129.722296958961,5512.73934021789,5.695468969661186,191539.8181818181,545883.0843359808,1819586,1,2106938,300991.14285714284,678624.2033070606,1823407,1,1833394,611131.3333333333,1046573.9511096833,1819586,194,1,1,0,0,1,0,172,92,3.7969793131074576,1.8984896565537288,0,8760,967.9166666666669,2585.499299707481,6684806.628787878,1,2,1,2,11,0,0,0,0.5,967.9166666666666,2.5,2898.75,0,0,0,0,0,0,0,1,0,966,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,2106938,DDoS
6,1932947,9,7,20,12970,20,0,2.2222222222222223,6.666666666666667,7300,0,1852.857142857143,2493.4211055342835,6720.308420251564,8.277516145036568,128863.13333333332,330208.70231932035,968933,4,1932947,241618.375,440896.5036510229,995693,4,992512,165418.6666666667,393711.904320236,968933,191,1,2,0,0,1,0,204,152,4.65610283158307,3.621413313453498,0,7300,811.875,1840.083218226828,3385906.25,2,2,1,3,15,0,0,0,0.7777777777777778,811.875,2.2222222222222223,1852.857142857143,0,0,0,12970,5,641602,0,1,0,810,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1932947,DDoS
6,57993,6,6,359,11595,359,0,59.83333333333333,146.56113627652684,4344,0,1932.5,1754.8314733899665,206128.32583242803,206.9215250116393,5272.09090909091,11293.363683637795,37067,2,57993,11598.600000000002,20791.79536018956,47977,2,47381,9476.2,16011.812551987983,37067,49,1,1,0,0,1,0,200,200,103.46076250581966,103.46076250581966,0,4344,996.1666666666664,1538.1573884083357,2365928.1515151514,1,2,1,2,11,0,0,0,1.0,996.1666666666666,59.833333333333336,1932.5,0,0,0,11595,4,40121107,0,29,0,966,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,57993,DoS Hulk
6,12223502,22,33,2008,2745,640,0,91.27272727272728,138.18213716071637,976,0,83.18181818181819,217.2857356318884,388.8411029834167,4.499528858423715,226361.1481481482,620135.4994071831,2239700,3,12223402,582066.761904762,936205.3911735344,2281185,240,12223398,381981.18750000006,772146.6641304841,2239700,3,16,15,0,0,0,0,712,1064,1.799811543369486,2.699717315054229,0,976,86.41818181818178,188.20120152616525,35419.69225589226,2,2,0,31,54,0,0,0,1.5,86.41818181818182,91.27272727272728,83.18181818181819,0,0,0,0,0,0,0,36,0,49,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,12223502,SSH-Patator
6,47,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,21276.595744680853,21276.595744680853,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,47,Portscan
6,4212885,8,6,20,11595,20,0,2.5,7.071067811865476,5840,0,1932.5,2190.830322046872,2757.018052949464,3.323138419396684,324068.07692307694,924156.3998241372,3287953,2,4212885,601840.7142857143,1230781.2900656117,3287953,2,915713,183142.6,398645.45647141145,896110,47,1,1,0,0,1,0,172,132,1.898936239655248,1.424202179741436,0,5840,829.6428571428572,1681.8058795483848,2828471.016483516,1,2,1,2,13,0,0,0,0.75,829.6428571428571,2.5,1932.5,0,0,0,11595,4,24006211,0,1,0,828,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,4212885,DDoS
6,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,333333.3333333333,333333.3333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3,Portscan
6,32,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,31250.0,31250.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,32,Portscan
6,6707898,9,7,20,12970,20,0,2.2222222222222223,6.666666666666667,4380,0,1852.857142857143,1619.6034935102098,1936.523185057376,2.385247956960586,447193.2,1574057.9701562638,6114732,3,6707898,838487.25,2140991.925307703,6114732,3,568214,94702.33333333334,220416.83451557567,544443,15,1,2,0,0,1,0,204,152,1.3417019757903297,1.0435459811702563,0,4380,811.875,1395.8126366624808,1948292.916666667,2,2,1,3,15,0,0,0,0.7777777777777778,811.875,2.2222222222222223,1852.857142857143,0,0,0,12970,5,785346,0,1,0,810,8192,229,1,20,593166.0,0.0,593166,593166,6114732.0,0.0,6114732,6114732,0,0,6707898,DDoS
17,1162365,1,1,55,55,55,55,55.0,0.0,55,55,55.0,0.0,94.6346457438068,1.720629922614669,1162365.0,0.0,1162365,1162365,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,0.8603149613073345,0.8603149613073345,55,55,55.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,55.0,55.0,55.0,0,0,0,0,0,0,0,27,0,27,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
6,11070380,9,6,20,11595,20,0,2.2222222222222223,6.666666666666667,10135,0,1932.5,4060.603095600456,1049.1961432218225,1.3549670381685182,790741.4285714286,2702943.4247895163,10145176,4,11070380,1383797.5,3554708.9138164725,10145176,4,913720,182744.0,399662.552191846,897589,14,1,1,0,0,1,0,192,132,0.8129802229011109,0.5419868152674072,0,10135,774.3333333333334,2616.6546708854544,6846881.666666665,2,2,1,2,14,0,0,0,0.6666666666666666,774.3333333333334,2.2222222222222223,1932.5,0,0,0,0,0,0,0,1,0,773,8192,229,1,20,925204.0,0.0,925204,925204,10145176.0,0.0,10145176,10145176,0,0,11070380,DDoS
6,28,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,71428.57142857143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,35714.28571428572,35714.28571428572,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,28,Portscan
6,36,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55555555556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,27777.777777777777,27777.777777777777,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,36,Portscan
6,1018318,9,8,376,11595,376,0,41.777777777777786,125.33333333333334,4355,0,1449.375,2050.0060583534173,11755.659823355769,16.694195722750653,63644.87499999999,248545.34565504003,995575,1,1018318,127289.75,350885.42111258645,995575,1,21789,3112.714285714286,5966.68667727424,16370,2,1,1,0,0,3,0,268,264,8.838103617926816,7.856092104823836,0,4355,704.1764705882352,1539.781974635294,2370928.529411765,3,3,3,2,12,0,0,0,0.8888888888888888,704.1764705882352,41.77777777777778,1449.375,0,0,0,0,0,0,0,22,0,682,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1018318,DoS Hulk
6,31,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64516.12903225806,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,32258.06451612903,32258.06451612903,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,31,Infiltration - Portscan
6,161008,6,6,342,11595,342,0,57.00000000000001,139.62091533864114,4344,0,1932.5,1754.8314733899665,74139.17320878465,74.53045811388253,14637.09090909091,40908.24297486888,137176,0,161008,32201.6,65475.275622176654,148959,0,149502,29900.4,60191.34619943302,137176,47,1,1,0,0,1,0,200,200,37.26522905694127,37.26522905694127,0,4344,994.75,1538.805270036111,2367921.659090909,1,2,1,2,11,0,0,0,1.0,994.75,57.0,1932.5,0,0,0,11595,4,39982758,0,28,0,966,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,161008,DoS Hulk
17,24475,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,10132.788559754852,163.43207354443308,8158.333333333334,14126.3177202459,24470,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,81.71603677221654,81.71603677221654,38,86,62.0,27.712812921102035,768.0,0,0,0,0,0,0,0,0,1.0,62.0,38.0,86.0,0,0,0,0,0,0,0,19,0,43,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
17,190,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1378947.3684210526,21052.631578947367,63.33333333333333,104.50039872332226,184,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,10526.315789473683,10526.315789473683,45,86,65.5,23.67136103677465,560.3333333333334,0,0,0,0,0,0,0,0,1.0,65.5,45.0,86.0,0,0,0,0,0,0,0,22,0,43,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
17,30665,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,5217.674873634436,130.4418718408609,10221.666666666668,17660.293042113804,30614,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,65.22093592043045,65.22093592043045,32,48,40.0,9.237604307034012,85.33333333333331,0,0,0,0,0,0,0,0,1.0,40.0,32.0,48.0,0,0,0,0,0,0,0,16,0,24,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
17,76923,1,1,54,86,54,54,54.0,0.0,86,86,86.0,0.0,1820.00182000182,26.000026000026,76923.0,0.0,76923,76923,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,13.000013000013,13.000013000013,54,86,70.0,22.62741699796952,512.0,0,0,0,0,0,0,0,0,1.0,70.0,54.0,86.0,0,0,0,0,0,0,0,27,0,43,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,BENIGN
6,106,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84905660377,35.333333333333336,20.23198787399136,48,12,48,48.0,0.0,48,48,46,46.0,0.0,46,46,0,0,0,0,0,2,48,40,18867.924528301886,18867.924528301886,0,0,0.0,0.0,0.0,0,2,2,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,106,Infiltration - Portscan
6,105,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38095.23809523809,35.0,23.388031127053,49,8,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,0,2,48,40,19047.61904761905,19047.61904761905,0,0,0.0,0.0,0.0,0,2,2,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,105,Infiltration - Portscan
6,98036,6,5,387,11595,387,0,64.5,157.992088409515,8688,0,2319.0,3774.237538894445,122220.4088294096,112.2036802807132,9803.6,23448.699325217265,75224,1,98036,19607.2,37990.37856089355,87030,1,86390,21597.5,36109.81702621417,75224,84,1,1,0,0,1,0,200,168,61.20200742584357,51.00167285486964,0,8688,1089.272727272727,2663.9516546254767,7096638.418181816,1,2,1,2,10,0,0,0,0.8333333333333334,1089.2727272727273,64.5,2319.0,0,0,0,0,0,0,0,35,0,1054,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,98036,DoS Hulk
6,176999,8,7,370,11595,370,0,46.25,130.81475451951127,4344,0,1656.4285714285716,1760.597233624891,67599.25197317499,84.7462415041893,12642.785714285716,38103.19549324838,144082,0,176999,25285.571428571428,57843.90516109466,155980,0,165989,27664.83333333333,57276.95965540304,144082,15,1,1,0,0,3,0,228,232,45.19799546890096,39.54824603528834,0,4344,797.6666666666667,1424.212146449832,2028380.238095238,2,2,3,2,11,0,0,0,0.875,797.6666666666666,46.25,1656.428571428571,0,0,0,11595,4,45470588,0,24,0,773,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,176999,DoS Hulk
6,159990,8,6,319,11595,319,0,39.875,112.78353159925432,4344,0,1932.5,1754.8314733899665,74467.15419713732,87.50546909181824,12306.923076923076,37147.29500798485,135102,1,159990,22855.714285714286,54893.950212248,146942,1,147438,29487.6,59268.24608759736,135102,16,1,1,0,0,1,0,264,200,50.00312519532471,37.502343896493535,0,4344,851.0000000000001,1461.4916510722344,2135957.846153846,1,2,1,2,13,0,0,0,0.75,851.0,39.875,1932.5,0,0,0,11595,4,45116731,0,22,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,159990,DoS Hulk
6,4201753,6,3,123,46,46,0,20.5,23.11493023999856,46,0,15.333333333333332,26.558112382722783,40.22130763041045,2.14196312824671,525219.125,1352987.78712231,3869723,3,4201753,840350.6000000001,1696291.5892641512,3869723,3,4152616,2076308.0,2936338.690623069,4152613,3,3,1,0,0,0,0,120,60,1.4279754188311402,0.7139877094155701,0,46,18.77777777777777,22.73641230371328,516.9444444444445,2,0,0,4,9,0,0,0,0.5,18.77777777777778,20.5,15.333333333333334,0,0,0,0,0,0,0,13,0,5,255,180,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0,0,181100644,BENIGN
6,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,0,0,48,0,666666.6666666666,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3,Infiltration - Portscan
6,106,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18867.924528301886,106.0,0.0,106,106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,9433.962264150943,9433.962264150943,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,106,Portscan
6,8069334,9,6,20,11595,20,0,2.2222222222222223,6.666666666666667,8675,0,1932.5,3503.5606887850536,1439.400079362188,1.8588894696885767,576381.0,2129154.789561378,7973776,3,8069334,1008666.75,2814465.009465755,7973776,3,57333,11466.6,18835.40839217457,43840,14,1,1,0,0,1,0,192,132,1.115333681813146,0.7435557878754306,0,8675,774.3333333333334,2311.2850991437226,5342038.809523808,2,2,1,2,14,0,0,0,0.6666666666666666,774.3333333333334,2.2222222222222223,1932.5,0,0,0,0,0,0,0,1,0,773,8192,229,1,20,95558.0,0.0,95558,95558,7973776.0,0.0,7973776,7973776,0,0,8069334,DDoS
6,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66666666666,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,20833.33333333333,20833.33333333333,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,48,Portscan
6,9108680,8,6,20,11595,20,0,2.5,7.071067811865476,4380,0,1932.5,2179.471839689607,1275.1573224660435,1.536995481233285,700667.6923076923,2106586.313200157,7567740,3,9108680,1301240.0,2822074.3222310194,7567740,88,1538593,307718.6,687474.3701843,1537510,3,1,1,0,0,1,0,172,132,0.8782831321333059,0.6587123490999793,0,4380,829.6428571428572,1676.120135548526,2809378.708791209,1,2,1,2,13,0,0,0,0.75,829.6428571428571,2.5,1932.5,0,0,0,0,0,0,0,1,0,828,8192,229,1,20,1540940.0,0.0,1540940,1540940,7567740.0,0.0,7567740,7567740,0,0,9108680,DDoS
6,244997,8,6,364,11595,364,0,45.5,128.69343417595164,5792,0,1932.5,2181.008184303764,48812.842606236,57.14355685987992,18845.92307692308,60678.33873585854,220125,1,244997,34999.57142857143,84039.04866163337,224999,1,238441,47688.2,96707.16182475835,220125,44,1,1,0,0,1,0,264,200,32.65346106278852,24.490095797091392,0,5792,854.2142857142857,1666.6010633608769,2777559.1043956047,1,2,1,2,13,0,0,0,0.75,854.2142857142857,45.5,1932.5,0,0,0,11595,4,39708904,0,26,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,244997,DoS Hulk
6,158998,6,6,318,11595,318,0,53.0,129.82295636750845,5792,0,1932.5,2181.008184303764,74925.4707606385,75.47264745468496,14454.363636363636,40902.95103845865,137114,1,158998,31799.6,65127.135951921,147991,1,148318,29663.6,60248.89495086197,137114,46,1,1,0,0,1,0,200,200,37.73632372734248,37.73632372734248,0,5792,992.7500000000002,1770.1005171766633,3133255.840909091,1,2,1,2,11,0,0,0,1.0,992.75,53.0,1932.5,0,0,0,11595,4,39708904,0,26,0,966,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,158998,DoS Hulk
6,8014799,8,6,20,11595,20,0,2.5,7.071067811865476,5840,0,1932.5,2190.830322046872,1449.1941719311988,1.7467686962580098,616522.9999999999,2208195.6526833544,7965795,1,8014799,1144971.2857142857,3007718.135008815,7965795,1,21653,4330.6,8936.995652902602,20308,14,1,1,0,0,1,0,172,132,0.9981535407188626,0.748615155539147,0,5840,829.6428571428572,1681.8058795483848,2828471.0164835164,1,2,1,2,13,0,0,0,0.75,829.6428571428571,2.5,1932.5,0,0,0,11595,4,18173981,0,1,0,828,8192,229,1,20,49004.0,0.0,49004,49004,7965795.0,0.0,7965795,7965795,0,0,8014799,DDoS
6,40,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,49999.99999999999,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,24,20,25000.0,25000.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,40,Portscan
6,16,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,62500.0,62500.0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,0,16,Portscan
